"citation_key","inclusion_1","inclusion_2","ec_quality","ec_research_availability","ec_dt_for_non_security_case","ec_dt_missing","ec_not_IOT_CPS_context","ec_dt_for_security","ec_complete_book","comment"
"Nodered2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nokkala2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nonnemann2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nonnemann2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nooresabiha2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Norha2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Norine2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Normann2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Norton2020","yes","no","no","no","no","no","no","no","yes","-"
"Nourian2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Novak2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nowacki2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NuclearReactorRegulation2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nunes2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nutaro2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"O'gorman2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"O'hara2002","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"OShea2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"OTA9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Obrien2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Obrst2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ocampo2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ochella2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oculus2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Odell2019","yes","no","no","no","yes","no","no","no","no","-"
"Odwany2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oesch2021","yes","no","no","no","no","yes","no","no","no","-"
"Ogorman2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ohno2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Okeme2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Okwudire2020","yes","no","no","no","yes","no","no","no","no","-"
"Olaf2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Olaniyi2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oleary2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"OlivaresRojas2021","yes","yes","no","no","no","no","no","no","no","-"
"Oliveira2019","yes","no","no","no","yes","no","no","no","no","-"
"Oltramari2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oltramari2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oltramari2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oltramari2015a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ometov2021","yes","no","no","no","yes","no","no","no","no","-"
"Ometov2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ondiviela2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ondrej2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ondrej2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ong2020","yes","no","no","no","yes","no","no","no","no","-"
"Onggo2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Onggo2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Onik2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Onwubiko2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Openvswitch2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oquendo2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oquendo2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oquendo2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oquendo2018ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oracle2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ore2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Orojloo2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Orojloo2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ors2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Osborne2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Oshman1999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Osipov2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Osman2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Osmundson2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Otto2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Otuoze2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ou2005","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ou2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ouaknine2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Outchakoucht2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ouyang2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ovasapyan2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ozkanozen2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ozkaya2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"O’Dwyer2019","yes","no","no","no","yes","no","no","no","no","-"
"O’Sullivan2020","yes","no","no","no","yes","no","no","no","no","-"
"P2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"PacauxLemoine2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pacauxlemoine2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Padovano2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paes2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pagano2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pagnoni2004","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paiva2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paiva2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pajic2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pal2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pal2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Palak2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pallavi2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Palomares2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Palumbo","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Panagiotis2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Panetta2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Panetta2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Panetto2019","yes","no","no","no","yes","no","no","no","no","-"
"Pang2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pang2021","yes","no","no","no","yes","no","no","yes","no","-"
"Panigrahi2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Panteley2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paolucci2021","yes","no","no","no","yes","no","no","no","no","-"
"Papazoglou2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"PaperclipsNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Papernot2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Papernot2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Papoulis2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Para2019","yes","no","no","no","yes","no","no","no","no","-"
"Parikh2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Park2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Park2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Park2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Park2020a","yes","no","yes","no","no","no","no","no","no","-"
"Park2020ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Park2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Parliament2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Parliament2016a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Parmelee2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Parrott2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Parvaresh2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Parvin2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paschou2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pasian2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pasman2020","yes","no","no","no","yes","no","no","no","no","-"
"Pasqualetti2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pasqualetti2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Passat2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Passerieux1998","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paszke2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Patel2021","yes","yes","no","no","no","no","no","no","no","-"
"Patil2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Patric2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Patsavellas2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Patterson2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paul2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"PaulaFerreira2021","yes","no","no","no","yes","no","no","no","no","-"
"Paulsen2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pavesi2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pawlick2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pawlowicz2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Paxson1999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pazzaglia2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pearson2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pearson2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pedersen2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pedone2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pedro2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Peisl2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pelotti2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"PenaZarzuelo2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Peng2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Peng2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Peng2020","yes","no","no","no","yes","no","no","no","no","-"
"People2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"PereiraPessoa2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Perez2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Perez2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Perez2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Perla2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pernici2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Perno2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Person2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Peters2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Peters2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Petersen2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Peterson2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Petro2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pettey2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pfeiffer2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pflaum2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pfleeger2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pham2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pham2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Phan2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Phelan2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Philips2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Piccialli2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Piccoli2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pick2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Picone2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Piggin2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Piggin2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pileggi2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pileggi2020","yes","no","no","no","yes","no","no","no","no","-"
"Pilkington9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pimenta2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pimenta2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pinto2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pinzone2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pipa2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pipan2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Piplai2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pirvu2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pisching2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pistikopoulos2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pivoto2021","yes","no","no","no","yes","no","no","no","no","-"
"Plumley2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pn2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Podvalny2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pokhrel2020","yes","yes","no","no","no","no","no","no","no","-"
"Polenghi2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Polenghi2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Poler2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Polese2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Poletykin2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Polikar2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Polvora2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Polyakov2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ponomarev2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Poon2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Poor1988","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pop2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Popp2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Porras1997","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Porras2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Portapas2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Posada2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Posada2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Post2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Potluri2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Potok2018","yes","no","no","no","yes","no","no","no","no","-"
"Pouyanfar2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Prabhu2019","yes","no","no","no","no","no","no","yes","no","-"
"Pradadelgado2021","yes","no","no","no","no","yes","no","no","no","-"
"Pradhan2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pradhan2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pramanik2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Prarthana2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pratt2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pratt2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Praveen2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Prerna2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Prezchacn2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Price2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Priyadarshini2021","yes","no","no","no","yes","no","no","no","no","-"
"Priyadarshinyedureka2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Prokop2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Prommetta2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Promyoo2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Protopsaltis2020","yes","no","no","no","yes","no","no","no","no","-"
"Puchek2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Purohit2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pushpa2020","yes","yes","no","no","no","no","no","no","no","-"
"Putz2021","yes","no","no","no","no","no","no","yes","no","-"
"Pwc2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"PylesNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Pytel2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qamsane2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qassim2019","yes","no","no","no","no","yes","no","no","no","-"
"Qassim2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qi2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qi2021","yes","no","no","no","no","no","no","yes","no","-"
"Qiang2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qiao2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qin2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qin2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qin2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qinglin2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qiu2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qiu2016a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qiu2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qiu2019a","yes","no","no","no","no","yes","no","no","no","-"
"Queiroz2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Quicktype2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Quilter2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Quinn2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Quintanilla2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Qun2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Quocviet2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rabah2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"RabbaniNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rabelo2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"RabinerNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rachna2002","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Radanliev2021","yes","no","no","no","yes","no","no","no","no","-"
"Radcliffe2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Radford2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Radhakisan2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Radhakrishnan2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Radhakrishnan2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Radmand2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Radziwill2000","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rafael2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ragunathan2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raguvir2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rahimian2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rahm2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rahman2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rahnama2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Railmodel2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rainer2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raj2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raj2020","yes","no","no","no","yes","no","no","no","no","-"
"Raj2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raj2021a","yes","yes","no","no","no","no","no","no","no","-"
"Rajab2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rajarajan2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rajeev1994","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rajkumar2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rajkumar2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rajput2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ram2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ram2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ramakrishna2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ramisferrer2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Range2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ranjan2020","yes","no","no","no","no","yes","no","no","no","-"
"Ranjbar2020","yes","yes","no","no","no","no","no","no","no","-"
"Rao2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rao2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rao2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rao2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rapaccini2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rapaport2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rapeepat2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rasheed2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rasheed2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rasheed2020a","yes","yes","no","no","no","no","no","no","no","-"
"Rashid2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rassolkin2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ratasuk2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rath2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rathod2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rathore2021","yes","yes","no","no","no","no","no","no","no","-"
"Rauch2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rauch2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rauch2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rauner2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Rauzy","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raveduto2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"RavnNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ray2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raybourn2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raybourn2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raybourn2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raybourn2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Raybourn2018","yes","yes","no","no","no","no","no","no","no","-"
