"citation_key","inclusion_1","inclusion_2","ec_quality","ec_research_availability","ec_dt_for_non_security_case","ec_dt_missing","ec_not_IOT_CPS_context","ec_dt_for_security","ec_complete_book","comment"
"Mann1999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Manogaran2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mansfielddevine2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Manshaei2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mantravadi2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mantravadi2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Manuel2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mao2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marai2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maras2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marcelo2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marchenko2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marciniak2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marcucci2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marenco2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marescaux2001","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marheine2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marheine2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marinakis2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marini2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marinovic2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marketsandmarkets2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Markram2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marksteiner2021","yes","yes","no","no","no","no","no","no","no","-"
"Markus2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marlen2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marmolejosaucedo2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marmolejosaucedo2020a","yes","no","no","no","yes","no","no","no","no","-"
"Marmolejosaucedo2020ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marocco2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marr2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marr2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Marron2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martin2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martin2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martin2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martin2019","yes","no","no","no","no","yes","no","no","no","-"
"Martin2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martin2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martin2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martin2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martinelli2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Martins2020","yes","yes","no","no","no","no","no","no","no","-"
"Martn2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maryniak2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maryniak2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mascardi2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mashaly2021","yes","no","no","no","no","no","no","yes","no","-"
"Mata2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mataric1993","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matern2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mathew2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mathiassen2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mathur2016","yes","no","no","no","no","yes","no","no","no","-"
"Mathworks2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"MatinmikkoBlue2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matraeva2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matrosov2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matrosov9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matteucci2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matthews2000","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matthews2001","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mattia2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mattila2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mattos2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Matuleviius2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maurer2007","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maurer2020","yes","no","no","yes","no","no","no","no","no","-"
"Maurtua2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mavris2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mavrokapnidis2021","yes","no","no","no","yes","no","no","no","no","-"
"Mawson2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maxourworldindata9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"May-18","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maybury2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Maydanova2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mayfield1991","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mazini2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mazumder2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mazzei2020","yes","no","no","no","yes","no","no","yes","no","-"
"McDermott2019","yes","no","no","no","no","no","no","yes","no","-"
"Mcafee2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mcardle2019","yes","no","no","no","no","yes","no","no","no","-"
"MccannelNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mccartney1998","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mcclean2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mcdonald1994","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mcgraw2004","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mcgraw2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mchugh2000","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mckee2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mclaughlin2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mcparland2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mcpherson2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mearian2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Medicine2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Medina2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Medini2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Medjaher2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mehdi2020","yes","no","no","no","no","no","no","yes","no","-"
"Mehrjerdi2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Meijuan2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Meinhardt2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Melesse2021","yes","no","no","no","no","no","no","yes","no","-"
"Mell2002","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mell2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mell2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mena2020","yes","no","no","no","no","no","no","yes","no","-"
"MenardNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Menezes2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Meng2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Meng2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mennenga2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mercan2020","yes","no","no","no","no","yes","no","no","no","-"
"Mercierlaurent2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Merkle2019","yes","no","no","no","no","no","no","yes","no","-"
"Merkle9999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Merzouki2019","yes","no","no","no","no","no","no","yes","no","-"
"Meske2021","yes","no","no","no","no","no","no","yes","no","-"
"Meski2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mestres2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Meyer2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mezgar2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mi2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miao2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Michael2001","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Michael2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Michael2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Michels2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Michniuk2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miciolino2015","yes","no","no","no","no","yes","no","no","no","-"
"MicrosoftNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miettinen2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mihai2020","yes","no","no","no","no","yes","no","no","no","-"
"Mihai2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mikail2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mikell2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mikhak2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mikkel2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Milano2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Milano2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miliard2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"MilisavljevicSyed2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"MilisavljevicSyed2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"MilisavljevicSyed2020b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Military2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miller2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miller2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miller2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miller2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miller2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mills2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mills2021","yes","yes","no","no","no","no","no","no","no","-"
"Milojicic2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Milosevic2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Min2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Minerva2020","yes","yes","no","no","no","no","no","no","no","-"
"Ming1998","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Minkevics2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Minkevics2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miorandi2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miranda2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mirkovic2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mishra2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mishra2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mishral2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Miskinis2019","yes","no","yes","no","no","no","no","no","no","-"
"Misra2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mitchell2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"MitmNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mitola1993","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mitre1999","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mitre2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2013a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2014a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2014b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2014c","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2015a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2015ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2015abc","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2017ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2017abc","yes","no","yes","no","no","no","no","no","no","-"
"Mittal2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2018a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2019","yes","yes","no","no","no","no","no","no","no","-"
"Mittal2019a","yes","no","no","no","no","no","no","yes","no","-"
"Mittal2019ab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2019b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mittal2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mladineo2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mller2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mlody2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mo2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mo2012a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mo2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moeller2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moeller2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moeyersons","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moghaddass2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohajan2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohamed2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohammad2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohammadi2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohammadi2019","yes","no","no","no","yes","no","no","no","no","-"
"Mohammed2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohapatra2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohassel2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mohieddine2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Molina2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Molina2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Molina2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Molina2017a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Molina2018","yes","no","no","no","no","yes","no","no","no","-"
"Molitor2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Molly2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Monka2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Monostori2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Monostori2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Monowar2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Monteiro2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Monteiro2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moon2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moore2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Morales2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Morales2020","yes","yes","no","no","no","no","no","no","no","-"
"Morelli2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moro2021","yes","yes","no","no","no","no","no","no","no","-"
"Morozov2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Morris2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Morris2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mosli2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mostafavi2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"MotlaghNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Motus2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mounce2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mouratidis2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mouratidis2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mourtzis2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mourtzis2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moustafa2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moustafa2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moutis2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Moyne2020","yes","no","no","no","yes","no","no","no","no","-"
"Mozzaquatro2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mrzendorfer2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Muccini2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mudarri2015","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mukhopadhyay2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mukkamala2005","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mula2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Muller2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mullet2021","yes","yes","no","no","no","no","no","no","no","-"
"Mundie2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Muniasamy2019","yes","no","no","no","no","yes","no","no","no","-"
"MunozLaRivera2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Muram2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Muram2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Murillo2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Murillo2020a","yes","yes","no","no","no","no","no","no","no","-"
"Murphy2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Murphy2018","yes","no","no","no","no","yes","no","no","no","-"
"Murphy2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Murray2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mussomeli2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mustafa2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mustafee2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mustapaa2020","yes","no","no","no","no","no","no","yes","no","-"
"Muthusamy2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Myers2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mykoniatis2021","yes","no","no","no","yes","no","no","no","no","-"
"Mylrea2021","yes","no","no","yes","no","no","no","no","no","-"
"Mylrea2021a","yes","no","no","yes","no","no","no","no","no","-"
"Mól2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Mˆller2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAa","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAab","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabc","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabcd","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabcde","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabcdef","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabcdefg","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabcdefgh","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabcdefghi","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NAabcdefghij","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NIST2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NREL2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nachenberg2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nachtigall2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nader2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nagorny2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nair2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Najdataei2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nakagawa2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nakamura2011","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nakata2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nakayama2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Namboodiri2013","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nancy2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nanda2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Naranjo2020","yes","no","no","no","yes","no","no","no","no","-"
"Narayanan2018","yes","no","no","no","no","yes","no","no","no","-"
"Nardone1981","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Narula2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nasir2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nasr2003","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Natarajan2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nath2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nava2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NavaNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nawrocki2020","yes","no","no","no","no","yes","no","no","no","-"
"Nawrocki2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Naya2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nayak2009","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nayernia2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nayernia2019a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nazarenko2020","yes","no","no","no","yes","no","no","no","no","-"
"Nazarenko2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nazarov2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nazir2017","yes","no","no","no","no","yes","no","no","no","-"
"Neethirajan2021","yes","yes","no","no","no","no","no","no","no","-"
"Negahban2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neghina2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Negri2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Negri2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nehme2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neto2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neto2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neto2020","yes","no","no","no","yes","no","no","no","no","-"
"Neto2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Networks2006","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neubauer2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neuer2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neuman2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Neumann2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NexorNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NextnineNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"NfnsmNA","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nguyen2008","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nguyen2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nguyen2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nguyen2021","yes","no","no","no","no","yes","no","no","no","-"
"Nguyen2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nguyen2022","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nguyen2022a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nguyenkhoa2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nhienan2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nianhang2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicholas2012","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicholas2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicholson2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicola2014","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicolae2017","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicolaescu2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicoletti2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicoletti2020a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicoletti2020b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicoletti2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicoletti2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nicoletti2021b","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nideborn2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Niemann2021","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Niemann2021a","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Niggemann2015","yes","no","no","no","no","yes","no","no","no","-"
"Niknejad2020","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nikolakis2019","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Niku2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nilanjan2018","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Ning2010","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nitti2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
"Nivethan2016","no","NA","NA","NA","NA","NA","NA","NA","NA","-"
